trivial,shift,scale,shape
0.666871,2.17454,3.90257,-0.4591
0.851196,1.55565,0.0464018,0.0723458
0.508317,2.75692,0.239762,0.414683
2.64506,2.94026,0.248017,-0.367674
-0.470626,1.95084,0.535415,-1.49495
-1.53958,-0.450809,-0.889283,0.455082
-4.97127,2.6786,0.943145,0.236553
-0.959855,1.41327,0.136995,-1.55494
-1.41357,1.08898,0.0372414,0.292063
0.236967,0.165072,-0.294278,0.428414
1.10412,2.44564,-0.84989,0.048528
-1.11582,1.5114,5.02362,0.658903
-1.14004,1.83465,-1.82248,-1.04768
-1.43486,2.24165,0.816995,-0.368518
-1.09436,1.48016,1.0486,0.225075
-3.56135,2.30495,-0.40923,-0.668772
0.380546,0.31101,0.593662,-0.924275
0.0369273,1.88599,0.295408,-1.63676
1.31027,-1.54432,0.835002,-1.28766
-2.50995,1.85814,1.74255,0.0896468
-0.415681,2.46699,1.07778,1.93208
0.24763,1.94901,-0.872378,0.152397
0.4621,0.489678,0.480938,0.456948
0.589918,1.76208,-0.184672,0.47527
-0.151743,1.73639,-1.42308,-0.0185475
-0.20896,2.6832,-0.304335,-0.798885
1.78093,-0.00719769,-1.14394,-0.22972
0.677286,2.8741,0.103619,-0.144073
1.42362,-0.302649,1.02816,0.301138
1.51474,1.79779,-0.458316,-1.84659
1.83106,1.55936,-0.176219,-0.0666977
-0.612273,-0.19787,1.52467,0.356755
0.843899,0.88763,-0.504834,0.627886
0.512365,2.30035,-0.226716,0.178257
1.96059,1.74945,2.47246,-0.260355
-0.377701,2.53928,-0.243694,-0.802007
2.17676,-0.833763,3.43194,-0.613894
2.97116,0.163833,-0.146125,0.251744
0.328151,1.00487,-2.64392,-1.27232
2.26775,-0.49914,0.292465,-0.0589212
0.377814,2.06911,-0.127739,0.406712
0.0702826,1.65947,1.91397,0.160322
-1.77307,-2.44242,0.701122,0.344297
3.57026,-0.165294,1.46598,-0.678865
-0.198506,0.2005,0.682778,-0.151972
-0.624095,1.66747,-0.463439,0.571183
-0.566763,0.433993,0.514441,-0.299933
-0.918717,0.189347,-0.0436682,-0.970364
-1.08052,-0.281656,-1.64876,-0.422362
-0.127359,2.02966,-0.169586,0.319271
-0.790875,-0.247237,-0.150232,-0.0346849
-0.820084,1.09206,-0.242417,0.746914
-0.674094,1.88879,-2.06593,0.540074
1.12305,1.67361,-4.13663,-1.03209
0.740511,1.71675,2.52665,-0.454632
1.39775,1.98426,0.930913,-0.725654
-2.51024,2.59363,-0.172037,-0.650409
-1.81262,0.968677,-0.163284,-0.538965
2.29034,3.43461,0.866519,0.333805
-1.93057,2.34312,1.26952,0.190816
0.118869,2.56568,0.485847,1.13162
-0.477482,3.01376,-1.35612,-0.831243
0.901214,0.702315,-0.410253,-0.0480725
0.560451,2.54235,-0.818075,0.354926
0.633587,2.9743,2.21727,0.121654
1.79656,-0.48933,0.216001,0.200438
2.07776,2.39439,0.0957712,1.49394
-1.07261,1.34841,-0.817269,1.34759
0.0603472,1.17421,-0.417445,0.0836886
0.199493,0.353807,-0.723186,-0.310114
-2.16757,0.642191,0.490092,0.348035
-1.15612,0.982819,-1.8619,-1.15631
0.300852,1.91119,0.772208,-0.736989
2.38559,2.37603,-1.20344,0.190727
-2.78997,1.733,-3.57787,-1.31601
1.8576,2.2352,3.30223,-0.645717
2.53508,3.59844,0.140261,0.168698
-0.35362,-0.378488,3.48383,-0.774243
-1.07747,2.47019,0.116624,-0.0490837
0.0274756,1.94264,-2.87171,0.222921
-2.56617,0.668892,0.840596,0.846587
-4.74986,2.245,-2.13215,-0.803308
3.44268,2.83497,0.638802,0.182893
-0.0830487,2.97983,0.441919,0.753799
-1.26646,2.08585,0.425806,1.44567
-1.80911,-1.25752,0.00997683,-0.212105
-2.48176,1.91998,-1.67454,-1.35994
0.490979,1.99556,-0.981415,-0.00643412
0.454352,0.934101,-0.00345971,-0.0686189
-1.57614,0.695863,4.23727,0.608411
-0.00103623,-0.171364,0.49575,0.668569
2.58363,1.74321,-1.06845,-0.549697
0.177049,-0.425492,2.68161,-1.01217
0.297127,1.7029,-1.9248,-0.425722
0.32261,2.01667,0.477275,0.193071
-2.30208,1.42522,-0.443942,0.943567
-0.271367,3.1657,-0.285708,-0.373701
-0.829047,1.63047,1.08013,-1.45378
0.79063,2.259,2.23417,1.23619
-2.87166,0.123676,-0.0383335,0.860699
1.56968,0.801274,0.450503,0.560357
-0.473449,1.61027,3.48526,0.377198
-1.04187,0.797302,0.862205,-0.486986
-0.0780997,1.4174,4.27903,0.291168
-0.344737,1.48589,0.392894,0.146289
0.121213,1.09091,-0.472593,-0.255704
-0.658756,-0.196162,0.322704,1.18261
1.37015,1.54225,-2.36491,-0.231164
2.10342,2.93958,0.151624,0.261846
0.148733,2.21974,1.38903,1.44001
0.705457,0.264481,-0.893445,0.128824
0.166921,2.86318,0.449223,-0.696114
0.838721,1.88538,-2.82447,0.42452
-0.214567,0.410666,6.09202,0.0639891
1.09284,1.96874,6.42309,1.4584
-0.824526,0.487539,3.76325,-0.149953
1.9809,1.77785,-1.38228,-0.0429218
-1.23968,2.4722,2.70414,0.344795
-0.345713,1.23594,-1.20588,0.794325
0.466923,-0.605897,0.808803,-0.230946
0.0111801,1.89703,2.35799,-0.495353
-1.31199,0.39663,-4.48639,0.20138
-0.996168,-0.331081,1.8406,-0.333366
-0.988818,1.08579,0.587522,0.124409
0.567033,2.0103,2.20219,0.132386
2.96135,1.37045,3.68428,0.653721
-0.750666,-0.594423,-0.345525,0.725349
0.113774,-0.451438,-0.938136,0.452003
-1.04746,2.22905,0.101048,-0.737552
0.353858,3.0493,3.56165,-0.927082
1.49326,1.3888,0.143275,-0.678831
0.0183665,2.79455,0.168878,-0.313885
-2.7288,0.84056,-0.388546,-0.374275
0.584548,2.10534,-0.204064,-0.0899771
1.35686,0.911855,0.495933,-0.710976
0.678486,3.03046,0.766044,0.120677
-1.72675,0.128776,1.24053,0.324735
0.918986,-0.762369,-0.0418191,1.13705
-1.41243,1.83343,-1.99844,-0.046687
-0.597064,2.50414,-0.0341245,1.49171
0.534985,2.90501,-1.36117,-1.08067
-0.288882,1.44937,-2.9377,0.213361
-0.989604,3.85547,-0.0600726,0.0994492
-0.232406,0.571402,0.208182,-0.800313
1.04848,1.57874,1.66108,-0.360617
1.03335,-1.51948,0.745916,0.190195
0.930549,1.60101,-2.96707,-0.0986695
0.652422,0.343059,0.269791,0.491591
0.291286,-0.398423,2.26747,0.392613
-1.49404,2.40419,0.0139926,-0.400406
-0.448495,0.180127,-2.41355,0.828159
-2.26116,2.53917,-0.154291,0.575191
0.0346138,2.10305,1.33115,1.22706
-0.631167,0.85453,0.668363,-1.16981
-1.35255,1.1389,6.50503,-0.132555
1.14067,2.32978,-0.274802,-0.679679
0.569391,2.80211,-1.74453,-0.164434
2.08996,2.17945,1.28552,-0.724925
1.55541,0.522543,-7.07382,0.140073
0.197609,0.885898,-0.326907,0.278026
-1.69247,0.289922,2.25427,-0.530428
-0.515592,-0.44596,1.17636,-0.927867
1.13084,2.34632,-0.288462,-0.534788
1.21331,0.956534,0.832632,0.965465
-1.80893,1.74914,-0.497937,1.20328
0.580797,2.94215,-0.769367,1.08061
-2.16866,2.48148,1.45369,0.115298
-1.72881,0.91493,0.650428,1.67602
1.20389,1.55256,-0.544643,0.421639
-0.11511,1.34576,-0.00326474,-0.569364
-0.641476,0.793995,-0.628611,-0.980036
-0.715906,1.0822,-1.11782,1.37967
-3.46246,1.60585,-0.136228,-0.504338
-0.818398,0.271229,-0.786232,0.382115
0.546091,2.20372,-0.532774,0.506626
0.653622,1.54937,1.26104,-0.00127491
0.80401,1.40413,1.4265,-0.251491
1.64396,3.36497,-0.492733,-0.308302
-2.06344,1.34119,-0.659469,-0.0943075
0.556251,3.15255,-3.09241,1.0634
2.0443,2.89766,0.421843,-0.771355
5.14848,1.21767,-0.147159,0.265139
-1.43987,3.25945,-0.396759,0.168467
-0.432442,2.55447,1.85166,-0.486693
-0.671543,0.389714,2.06886,0.344815
-0.990549,1.44929,-2.05993,0.175357
1.22446,0.989826,0.020775,0.014816
1.77343,-0.743696,-0.262441,-0.871238
-2.79609,1.38771,0.067126,0.178259
-1.77953,2.74183,2.38969,-0.68627
0.599939,1.67001,-0.190035,0.0664077
2.39713,3.29372,0.301406,0.882272
-0.0937003,1.85774,-0.454847,-0.679279
-2.84056,2.45124,2.02665,-1.00308
-0.387293,-0.323174,-0.530306,-1.9733
0.383518,1.7628,2.32413,0.329707
0.867419,2.63089,1.6556,-0.0203436
-0.742578,0.231406,0.0824357,1.44793
0.195163,2.39414,-0.430601,-0.122735
1.24721,0.346182,1.17831,0.117655
1.10224,1.83973,1.33606,0.250927
0.914867,2.66106,0.201145,-0.125274
-0.568753,1.33923,-0.456749,2.30441
-0.438077,2.33449,0.613753,1.86586
4.059,2.51018,-0.705518,0.289184
-3.40573,2.57117,1.49097,0.841933
-2.1663,1.66803,0.440393,-0.230411
0.636315,1.82418,0.452447,0.504183
2.28901,0.2448,0.156631,-0.210741
-1.54641,2.60226,-0.838244,0.0381594
-1.41495,0.851199,0.966706,-0.113649
-0.723825,0.681524,3.18064,0.986751
-1.74575,1.27624,-3.50243,0.357858
0.339793,2.18091,1.01086,-0.59176
0.259468,2.42808,0.0533557,-1.53639
-0.34036,1.5631,-0.527698,-0.683629
2.3521,2.34036,-3.91301,1.71185
-0.512421,2.07464,-0.176032,0.206433
-1.0281,-1.42185,-0.834573,0.228234
-1.92706,-0.273551,-0.36251,-0.863653
1.59983,1.91069,-1.03391,-0.0218825
-0.647245,2.83279,-0.420704,0.919032
0.130499,1.17124,0.141842,-0.285305
2.02294,2.30637,-2.56124,1.1224
1.43487,0.919625,4.18835,0.355084
-0.128469,0.695243,-0.687239,0.477108
2.06742,1.90989,0.756177,-0.22639
-0.664916,-0.316093,0.102524,-0.505785
0.657044,0.509979,-0.106888,0.945358
-3.31025,1.3049,-1.08103,0.31701
0.686636,1.07673,0.664194,1.65008
-2.23229,-1.22991,-0.777856,0.777081
-0.257404,1.40325,-0.432601,0.42517
-0.650718,0.644244,3.43518,0.41257
-0.868308,1.59517,-0.26285,-0.962978
0.62822,1.54056,0.319321,-0.995052
0.693274,-0.0684366,-0.865289,0.0625534
1.83543,2.61923,-2.96628,0.904028
-0.752176,2.74403,1.65212,-1.44533
-1.63296,1.83498,-3.12165,-0.0813566
-0.331077,0.653787,0.0730975,0.273966
-0.774771,2.36777,0.975011,0.317392
0.0630173,-0.651349,2.38716,-0.0484088
-1.53792,0.166923,-0.0437248,-0.58362
1.05455,2.40835,-0.179419,-0.608569
-0.428735,2.40162,-1.08453,-0.630233
-3.59932,2.81673,-1.02834,-0.0177468
-0.626325,1.76847,0.973118,0.63344
0.356457,1.48108,-0.216434,0.126013
-0.14736,1.13386,6.6412,0.679508
-1.88871,0.594339,-0.336493,-2.1118
2.64501,0.0719469,0.166361,-0.0848955
-0.342066,2.30182,-0.334025,0.795319
-0.501987,1.30506,0.123124,0.00433474
0.0722037,1.41047,-0.503426,0.00297223
-1.19771,3.9325,-2.5943,0.508165
1.29117,2.58285,0.766462,-0.710372
-0.0843499,-0.508298,2.9375,0.345198
-1.33223,0.584316,0.235778,0.336206
1.77803,3.18273,-0.490539,-0.135992
4.22314,1.79276,1.98947,0.390129
1.99198,2.48097,-0.98011,0.0905406
-2.83048,1.93932,-0.962367,0.740025
0.841781,1.26146,0.0809561,0.843989
2.10071,2.41657,1.36002,0.0526114
0.0988722,0.208494,0.155613,0.776228
1.87269,-0.435479,1.53191,-0.0424014
0.942713,2.16514,-1.09368,-0.227727
1.45946,0.570913,-1.07137,0.363408
1.36022,-0.218004,0.572867,0.552425
-3.44963,1.02641,-3.38082,0.656669
1.23585,0.109746,-0.908876,0.695281
3.60888,2.23471,-0.639204,0.330226
1.66087,-0.386101,-0.716603,-0.00807161
1.82188,0.364446,4.80883,-0.388696
-0.912954,0.0219377,-0.75345,-0.0339375
-0.55425,0.309672,1.57203,-0.771832
-1.25776,-0.883827,0.294965,0.238608
-0.684137,-0.0756353,5.70795,-0.306892
1.89254,2.6054,-1.87198,-0.872579
0.625095,0.50405,0.0666064,0.235512
1.94743,2.50213,-1.80976,1.18229
0.180062,1.15527,1.04111,0.143067
0.782357,1.89331,-0.0585625,-0.107496
0.782989,0.246058,0.0869206,0.601297
0.458265,2.03814,-1.92556,0.1094
-0.421206,1.98635,0.24937,-0.608326
1.69595,1.63039,-1.10114,-0.136296
3.43409,1.27673,-1.58554,0.678678
0.897809,1.39483,-0.640795,0.52356
1.35386,1.2756,-1.30186,0.0682417
0.840928,1.70603,1.65595,0.405946
-1.86175,1.33345,-0.0126873,-0.144988
-0.203322,2.56952,-0.930502,1.13512
-0.920906,1.96419,0.691771,-1.09257
-0.672456,2.53841,0.176249,0.168855
1.21266,1.51612,0.577867,-0.823187
0.812081,-0.608702,-0.772938,-0.245231
0.510543,1.27832,0.738637,0.126176
1.18182,0.486954,-0.907097,0.615929
0.429241,1.92158,-0.175996,-0.0841912
1.20167,-0.661878,0.333008,0.447522
3.7546,-0.462228,-1.18165,0.00641893
0.964661,1.8058,3.21773,-0.0674265
0.855662,1.05992,-3.99807,-0.406762
-0.397282,2.41514,0.155389,-0.289151
0.566972,-0.0533563,-1.39512,1.08746
-1.2297,1.19472,-1.5839,0.974035
-0.337516,1.34075,-0.0652172,0.209053
0.120191,1.57452,-0.265919,0.0237474
-1.07805,2.82349,-0.977803,0.0910142
-0.499921,3.36471,-1.88772,0.156432
2.00805,3.98903,-3.16781,0.331198
2.12288,1.16865,-0.703376,-0.206122
0.303381,2.42146,5.53622,-1.00821
-0.0716049,1.56385,-1.87273,0.786681
1.20696,1.41367,0.594726,0.357587
2.01415,1.928,-1.31557,-0.112563
-1.2466,2.0891,2.44022,-0.61976
-2.04691,1.14566,-1.55078,0.886132
-2.22392,2.98673,-0.456523,0.37185
-1.62987,1.22726,-0.458569,-0.223288
0.0289234,1.2178,0.583318,0.902119
-1.02428,2.21606,-0.429895,-0.016401
-0.295472,1.86221,-1.60315,1.3059
0.186279,3.20075,1.1988,0.0989971
-2.6185,1.71004,-0.874811,-0.279418
-0.103828,2.24463,-0.186055,-0.641771
1.31795,2.42114,-0.000500318,0.367476
0.45344,0.775388,1.15782,0.421262
0.395583,1.75237,0.0890311,-0.331087
4.02506,-0.588479,-0.135229,0.602229
0.732099,0.463348,-0.592407,1.22294
2.26299,0.138152,0.792975,0.389235
1.82007,0.020738,4.77234,-1.36653
0.956682,1.48229,-1.04912,0.107075
-2.30938,-1.18924,2.04527,-0.637415
2.39338,-0.709399,0.963544,-1.00091
-0.185921,2.64994,0.969561,-0.371223
-0.510106,1.65577,-1.42858,0.019975
1.18245,-0.937814,0.0684943,-0.485758
0.791324,1.98937,0.6215,1.01937
2.45987,1.05371,0.769902,0.134891
-0.465024,2.59539,1.38862,-0.292305
-0.92414,-0.185334,-0.211348,0.0748152
-0.0857647,0.912128,1.09865,-0.119035
0.689886,1.69321,-0.42401,-0.777773
-1.48071,2.46172,0.319901,-0.298594
0.0357205,2.35565,-0.107901,-0.244907
-0.575,2.32551,-2.58468,-0.102152
-1.14773,-0.486824,-2.32332,-0.991108
-1.79856,-0.130866,-0.442826,-0.617863
1.30994,0.652714,0.752839,-0.387632
0.931218,1.10999,-1.58589,-0.562771
0.209291,1.61951,1.61377,-0.390917
0.370559,1.90323,0.135933,-1.03197
-0.584013,3.38746,0.249858,0.205062
-0.482513,2.98676,-0.550095,-0.885972
-1.44639,2.0412,0.922362,-0.388949
-0.62166,-0.68972,0.757402,-0.560609
-1.69984,2.37679,0.697115,0.85507
0.809568,1.84074,2.04395,0.757957
0.503704,0.332163,-2.15687,0.0537927
2.59867,1.49128,0.89746,-0.764277
-1.10947,2.11941,0.810012,0.23492
2.69558,1.051,-1.93038,-1.27387
0.125318,2.4085,0.00894528,-0.266139
-1.05309,1.97324,0.970861,0.738698
-1.84119,2.09863,-0.0732557,-0.161353
-0.213525,3.40394,-1.613,2.24031
0.68229,1.59538,0.715345,0.412656
-1.76779,0.724526,0.488193,-1.63371
0.288024,-0.993433,-1.94738,0.800574
-0.566179,1.38751,-0.0161966,-0.44359
0.688474,0.813064,1.02259,-0.021761
-1.43834,-0.966828,2.92053,-0.222692
-1.33708,1.94941,-0.308368,0.568794
-1.95652,-0.583098,2.33662,-0.522594
0.991496,0.713889,0.58386,0.791029
1.00002,1.31687,1.76325,0.0169391
-0.98468,1.65484,-0.541821,0.420849
-1.29249,1.03982,-1.74386,-0.479745
-1.36365,0.691562,0.678913,0.138562
0.0459411,1.57229,-1.94215,-1.89804
-0.816982,1.97651,-7.60972,1.15676
2.17659,2.07176,0.339083,-0.647545
0.0499895,1.39562,2.11875,0.850371
0.100682,2.22662,-0.290885,0.483574
1.61589,0.223354,2.86793,0.404851
0.761813,1.74459,-0.422073,-0.110648
-0.714619,1.47474,1.60732,0.127619
-2.95067,1.04351,0.746074,-0.537605
1.61214,2.90195,0.516142,-0.404486
0.179523,1.21924,0.941353,-0.240048
0.487518,1.85569,0.205151,0.551133
0.943559,1.8899,-6.50059,0.0503903
2.20046,2.5623,-1.01556,-0.427241
0.528264,0.783612,0.350869,0.44259
-0.971055,2.03295,0.508879,-0.262835
-0.877604,2.8509,-0.0648181,0.680232
0.751519,2.06439,3.76664,0.448584
-0.175377,1.59565,1.75024,0.749315
3.01305,1.08697,-3.03258,-0.317057
0.375787,1.41968,2.83143,-0.102354
-4.40303,2.38123,-1.0989,-0.0920691
-1.24769,2.22662,-0.831471,-0.67626
-0.417449,-0.353551,-0.00908534,-1.26311
1.1914,0.123179,1.7508,0.156801
0.955404,0.451553,-0.275999,-2.00728
-0.263636,0.54815,-0.827006,0.220007
1.80095,3.21387,-1.34454,-0.195827
0.334223,3.66129,0.424597,0.957876
0.629724,1.19225,-5.82555,0.436078
0.439438,2.439,-0.363095,2.17872
-0.319228,-1.03538,3.78158,1.76276
0.0986573,2.73376,1.90166,0.261427
1.15208,-0.600671,0.517948,-0.562039
1.72875,2.6335,-0.485025,0.149216
-0.595526,0.0784012,1.20397,0.0844832
0.981413,2.30999,-0.914488,-0.0349544
-0.411967,0.51307,0.064592,-0.389828
-1.8064,3.80287,0.75848,0.844957
2.47148,1.89999,1.28341,-0.12412
1.19639,1.18722,0.339375,-1.08898
-1.39808,2.77668,0.346329,-0.479569
-0.382061,1.48878,0.144605,-0.286796
-0.418878,1.3016,0.529728,-0.787021
-1.05485,1.30574,1.66357,-0.909138
-0.687561,1.31022,0.220979,-0.493499
0.174059,2.16955,-0.844106,-0.116787
4.77257,2.55588,3.46704,0.344094
-1.68396,2.84979,-0.23185,-0.810896
1.58019,1.37173,0.144558,-1.00957
-1.91084,1.16175,-0.737593,-0.247765
0.924363,2.7611,5.04549,-0.923365
1.32187,0.216792,1.92101,-0.0497704
0.492777,0.394065,0.116973,-0.588743
0.49542,2.55315,1.86119,1.05364
-1.24539,2.76808,0.130346,1.80388
-1.94032,-1.24779,6.63604,0.519429
0.198022,1.69362,5.03495,-0.0505474
0.256499,1.12411,-0.866802,-0.66404
1.04908,0.420233,-0.0506466,-0.244769
-1.17132,2.61068,0.366991,-0.431013
1.2855,0.684274,0.90455,0.966228
1.20141,0.0564093,-1.9097,0.906638
-0.804291,2.27872,0.564288,0.415459
0.875666,-0.581669,-0.59883,0.378434
-1.00771,2.58548,-0.74323,0.898363
0.0486044,2.44337,2.08172,1.49427
0.90998,0.490985,0.267794,-1.02651
-1.17357,0.00660511,-0.0372693,0.133382
0.0488185,2.35416,2.38878,0.272622
-0.545561,0.850913,-1.70746,0.219425
2.24164,2.25917,0.324262,-0.138899
-1.95505,2.43664,-1.5499,-0.998757
-0.17166,-0.256827,-0.0752657,-0.0207104
-1.25355,2.38089,1.22209,0.104681
-2.04032,2.30971,3.58508,-1.42058
-1.77323,2.74651,-1.12609,-0.964087
0.251174,1.92553,1.06292,0.140461
0.29722,1.253,2.08204,0.23207
-0.774949,2.52221,-0.329618,0.935977
-1.52154,1.36763,0.428051,0.0659506
-1.45875,2.47891,-0.334094,-1.10913
-0.0847602,1.51836,-0.853343,-0.643339
-0.904519,1.44467,0.29361,-0.425648
-1.41088,2.7622,0.696048,0.873774
2.28959,1.42974,0.304387,0.816362
-0.196468,2.20165,0.504024,-0.69918
1.87803,1.05994,0.431876,1.47232
-1.63905,0.240529,0.197237,0.852583
-1.68699,1.30987,1.70517,0.863154
1.67983,2.51131,1.05175,0.326783
-0.154981,0.341395,1.74497,-1.16641
-0.461121,0.964182,0.521314,-0.398188
-1.75411,-0.065487,-0.0621698,-0.0776354
-0.363025,1.98963,-1.65237,-0.418194
-0.705543,2.46322,3.0514,0.570177
1.67032,2.53332,0.792649,-0.182491
0.919512,0.4928,-1.7698,-0.21002
4.1417,2.55946,-2.30694,0.178687
0.694695,2.86005,0.287466,1.41992
0.530656,0.716693,1.33262,-0.179255
2.92105,1.4729,-0.257078,0.671636
2.14193,0.493394,-0.336674,0.039673
-2.08053,2.60365,1.14412,0.624404
1.16212,1.15299,0.760941,-0.267089
0.376829,-0.00522432,-0.62868,-0.491382
-1.20522,0.813379,-0.135677,-0.51905
2.12168,0.808366,0.0562466,-0.770762
3.0384,1.08397,0.272665,0.187451
1.23511,0.463079,0.836289,0.322008
-0.143833,0.661105,-0.391554,0.237406
-1.48327,1.90709,0.0201652,-0.544236
-2.08549,1.03234,0.64805,0.202645
-4.33266,2.68529,-0.0769619,0.720045
1.2251,1.88046,2.57963,0.451612
-1.50313,-0.223119,1.21745,0.0584432
-0.885431,2.70949,-1.01015,0.161667
0.427847,1.48181,-0.910625,0.545775
1.31522,2.4361,0.685099,-1.08995
-3.38113,3.36646,-0.61153,0.603527
2.32954,-0.224511,0.494168,-0.742603
1.42917,2.23623,0.861893,-0.336354
2.93471,0.409205,2.41581,0.33471
1.80913,2.06818,0.51514,-0.125472
2.18495,0.0357987,2.70949,0.350331
-2.70676,1.59734,0.282219,1.54787
1.28202,0.266489,0.185618,-1.43024
-0.5069,-1.31209,0.0898312,-0.314304
-2.68212,2.82625,0.504937,1.5111
1.6088,1.97294,0.0755796,-0.368968
2.37549,1.52217,-0.337858,-0.356309
1.59302,1.35298,1.25168,-0.799593
-0.47876,0.144776,3.78743,1.10808
0.0496731,2.29697,0.434575,0.0760562
0.141889,2.02325,0.839873,-0.0509249
1.68778,1.18846,-0.723964,-0.80525
1.33057,-0.935079,0.887927,-0.12639
-0.659866,2.06949,1.16728,0.247292
1.15759,-1.02303,0.755535,-1.04654
0.981673,2.23492,0.0949026,-0.261652
-1.10245,1.89292,-0.447572,1.59467
-0.447931,2.98996,1.44846,-0.0564556
-1.51306,1.74611,-0.386624,-0.0221105
-2.09801,1.92031,0.835127,-0.0942993
-1.40073,2.67556,0.861185,-1.12435
1.94107,2.05434,1.51747,0.177057
-0.467075,1.37577,1.49406,0.0224243
1.92455,-0.644961,-0.0567019,-1.73511
-2.18523,-0.311341,1.42228,-0.0670083
0.029949,2.05058,-0.321125,0.660149
-0.422656,1.14077,5.69577,0.365047
1.06626,1.17297,-1.41182,-0.182246
1.54786,-0.414697,-0.778658,0.283955
-1.09567,2.54719,-2.60524,-0.767367
1.30149,-0.235335,-0.395194,-1.16822
1.59178,1.641,0.0186223,0.392475
1.76431,1.47993,0.630642,-0.127456
-2.51597,2.23817,0.168882,1.98921
2.32494,2.15513,-0.530878,1.05203
-2.84084,2.13751,-0.709389,-1.1535
2.03779,3.70436,0.240548,-0.415442
-0.312996,2.02136,1.68909,-0.233474
1.00828,2.59012,0.483602,-0.0623188
-1.49522,3.03182,3.76069,-0.00196746
-0.333524,1.43267,1.55721,-0.54169
-3.82153,1.7919,-3.61089,0.589125
2.08968,2.60482,0.359796,0.365373
0.704422,3.1087,0.0762755,1.78676
-0.454367,3.91351,0.123331,0.327585
0.151816,1.29059,-2.68522,-1.27812
4.04627,-1.21546,2.34334,1.10288
-1.14579,1.88967,0.116462,0.451833
0.0910905,-0.423401,0.479713,0.0313616
0.0764804,-0.473511,-0.0846125,0.492759
-0.647832,1.4468,1.01648,0.403231
-1.17341,2.4593,-0.0664032,0.362739
0.467402,1.89436,0.614643,0.400161
1.20932,1.88835,0.528552,0.635494
-0.866542,1.856,-1.41903,0.0437256
0.132559,1.75193,0.791158,0.153367
1.9537,1.73021,-2.01594,0.37219
-0.707891,1.77616,-0.618972,0.112505
1.7683,1.49273,1.94407,0.235438
-1.46322,-0.788,-0.880784,-0.878366
0.818777,3.20882,1.06766,0.966168
-1.72635,2.14715,-1.37908,-0.586713
-1.01928,-0.59989,0.794316,0.341361
1.08269,1.53618,-0.601357,1.00879
-0.827831,0.0859287,0.114966,0.295386
-0.388784,0.956263,-0.710563,-1.41038
2.98877,2.85476,0.749305,-0.768073
2.04655,-0.0033574,-0.57678,-0.204851
1.60866,1.41075,-0.953057,0.289018
3.08582,0.0963902,0.583639,-0.258771
-0.367203,-0.0312606,-0.0586111,-0.437893
-0.21954,0.56506,0.97771,1.34726
0.712202,1.09478,1.29053,-0.443667
1.88436,-0.182354,0.18322,0.0586476
0.710227,2.68265,-0.913751,0.575627
-0.441001,2.13835,2.32474,-0.268965
-0.550366,2.16684,-2.73973,-0.583334
-1.079,1.54621,3.79815,0.13146
-0.117124,1.70111,-0.242203,-0.0874321
2.70713,-1.96279,-1.27818,0.623703
-0.545313,1.62956,-1.00301,0.486977
0.209276,2.91998,0.386489,-1.147
-2.40366,1.92615,3.43469,0.574825
-2.12089,-0.0346984,-0.413276,-0.221147
-0.358782,2.50597,-1.01666,0.30819
-0.255439,2.01292,-0.127905,-0.506671
1.12046,2.21265,0.44447,-0.553888
2.26217,1.42921,0.741299,-0.319607
0.0676255,1.88442,0.108462,-0.171677
-1.46326,1.2801,5.04783,0.681113
-0.162649,1.15595,-1.64174,1.51283
-1.25592,0.883383,0.183819,0.471174
0.121496,1.53935,-1.9578,0.380969
-0.00443464,0.590147,-0.561482,1.48687
2.63151,1.90186,-0.267547,-0.200584
-1.30383,-0.506754,0.335623,-0.979307
-1.07679,0.36848,0.540592,-0.0422033
-1.69062,2.99633,0.0711377,1.0512
1.85512,0.0422886,-1.6177,0.236204
0.525278,0.573182,-1.92474,0.218793
3.29772,2.09323,-0.93597,-0.441838
-3.19821,2.47201,0.561468,-0.0636426
-0.469394,0.672461,-0.273071,0.659151
1.4925,0.171065,-0.569168,-1.39178
2.0275,1.60475,-1.86423,0.496958
-2.04108,1.86455,-0.639971,0.53924
0.707021,0.78285,-3.08514,0.584838
1.79729,-1.58542,-0.724809,-0.510442
-2.39408,1.72555,-3.74838,-0.886955
0.137002,1.78373,-0.756339,-0.428181
1.75915,2.04701,0.112542,0.215744
-0.628579,-2.08911,-0.31914,-0.180434
-2.14883,3.08329,0.645178,-0.0582481
1.21751,2.68594,0.305775,-0.0607219
1.33583,1.91761,-0.181779,-0.602841
-0.270922,1.76162,-0.922071,0.203145
1.28101,2.40933,-1.52016,-0.200711
-2.16914,-0.42692,-0.056126,-0.775076
-0.278097,1.95519,0.0311481,0.948887
0.818529,2.25639,-0.494903,-0.13227
-2.84225,3.00677,0.155237,0.0767356
2.75225,1.97949,0.84738,-0.448978
-0.704792,2.18682,2.45576,0.00764749
2.40887,0.136623,-2.0992,-1.94067
-0.0944029,1.84289,0.0502981,0.915353
-2.96994,0.28431,0.396938,0.84131
-0.80439,1.71023,0.704314,1.18843
2.38883,1.84255,0.116361,-0.205378
0.685513,2.75316,0.91182,0.0855885
2.48272,0.557512,-0.11705,-0.638896
-0.911762,2.14958,0.413849,-0.186222
0.434835,1.87991,-1.07322,0.650987
-1.04739,1.91651,-1.14662,-0.0816585
-0.262189,0.908742,0.229455,0.536843
